tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,parentTconst,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
tt6992046,movie,Underdogs,Underdogs,0,2019,\N,\N,"Documentary,Sport",nm7323480,nm7323480,,,,,,"Rob Benedetto, Justin Castor, Linda Danville, James Dunnkosky, William Fetzke, Bull James, Marcus Reyes, Marcus Reyes, Marcus Reyes, Marcus Reyes, Marcus Reyes",Marcus Reyes,Marcus Reyes
tt6994138,tvEpisode,Chicken Little,Chicken Little,0,2009,\N,\N,Animation,\N,\N,,,tt6964450,1,6,,,
tt6998488,short,Safe Haven,Safe Haven,0,2015,\N,11,"Drama,Short",nm4170788,nm7089399,,,,,,"Yves-Monique Maney, Chloe King, Tim Green, Tessa Di Nunzio, Tessa Di Nunzio, Al Hanafi Juhar, Nathan Lewis",Tim Green,Tessa Di Nunzio
tt6998560,short,Sand Castle,Sand Castle,0,2007,\N,1,"Animation,Short",nm0452022,nm0452022,,,,,,"Kireet Khurana, Kireet Khurana, Kireet Khurana, Kireet Khurana",Kireet Khurana,Kireet Khurana
tt7006540,short,The Hunter,The Hunter,0,1973,\N,14,"Drama,Short",nm0839233,"nm2202590,nm0839233",,,,,,"Elija Masango, Cedric Sundstrom, Olive Schreiner, Cedric Sundstrom, Gavin Nettleton",Cedric Sundstrom,"Olive Schreiner, Cedric Sundstrom"
tt7007904,short,Unconditional,Unconditional,0,2017,\N,10,"Drama,Short",nm6212430,nm6212430,,,,,,"Bay Tamboury, Nico Batres, India Cale, Ben McLaren, Ethan Kurzrock, Ethan Kurzrock, Theodore Haber, Ethan Kurzrock, Ella Stewart, Theodore Haber, Ethan Kurzrock, Ethan Kurzrock",Ethan Kurzrock,Ethan Kurzrock
tt7008602,tvEpisode,The Fall,The Fall,0,2017,\N,\N,"Comedy,Crime,Drama",nm0019723,"nm8028557,nm7478640,nm2943476,nm8928665",,,tt6763450,1,41,"Adolfo Alix Jr., Rae Red, Mixkaela Villalon, Jerome Zamora, Eli V. Peralta",Adolfo Alix Jr.,"Rae Red, Mixkaela Villalon, Jerome Zamora, Eli V. Peralta"
tt7010666,tvEpisode,Home,Home,0,2017,\N,59,"Documentary,History",nm2901096,nm1902240,8.3,25,tt7002974,1,3,"James Fox, Jude Ho, James Fox, Jude Ho",Jude Ho,James Fox
tt7011230,short,Home,Home,0,2017,\N,16,"Drama,Short",nm0010367,\N,,,,,,Nicolás Acuña,Nicolás Acuña,
tt7014356,movie,Anastasia,Anastasia: Once Upon a Time,0,2020,\N,89,"Adventure,Family,Fantasy",nm4671079,nm4671079,2.9,959,,,,"Christopher Quartuccio, Kendall Vertes, Armando Gutierrez, Claire Crosby, Blake Harris, Blake Harris, Armando Gutierrez, Bret Jones",Blake Harris,Blake Harris
tt7017416,tvEpisode,Breaking Bad,Breaking Bad,0,2018,\N,23,"Comedy,Crime",nm0513754,"nm1378213,nm1618804",7.5,213,tt5770788,2,4,"Marama Corlett, Matt Lipsey, Nat Saunders, James Serafinowicz",Matt Lipsey,"Nat Saunders, James Serafinowicz"
tt7017442,short,Safe Haven,Safe Haven,0,2017,\N,\N,"Horror,Short",nm6650310,nm6650310,8.5,9,,,,"Carl Sundström, Carl Sundström, Elliot Ohlen, Robin Eriksson Franzén, Ola Andreasson",Carl Sundström,Carl Sundström
tt7018276,tvEpisode,Once Upon a Time,Once Upon a Time,0,2017,\N,\N,Drama,nm2327564,"nm2708208,nm1016235",,,tt0241383,19,94,"Chris Walker, Niall Fraser, Stephen Keyworth, Chris Murray",Niall Fraser,"Stephen Keyworth, Chris Murray"
tt7018576,tvEpisode,Back and Forth,Back and Forth,0,2014,\N,\N,"Documentary,Short,Sport",nm6043308,\N,,,tt6959566,1,5,David Phu,David Phu,
tt7020050,video,The Three Musketeers,Les 3 Mousquetaires,0,2017,\N,107,"Comedy,Musical",\N,\N,6.6,22,,,,"Olivier Dion, Emji, Victoria Sio, Roberto Ciurleo, Gilbert Coullier",,
tt7031940,movie,Underdogs,Underdogs,0,2009,\N,84,"Crime,Drama",nm4378017,nm4378017,,,,,,"Noam Edry, Itzik Shushan, Yossi Ohayon, Yossi Ohayon, Yossi Ohayon, Ophir Gal, Yossi Ohayon, Miki Zar",Yossi Ohayon,Yossi Ohayon
tt7035182,short,Love,Love,0,2017,\N,13,"Documentary,History,Short",nm9075696,nm9075696,,,,,,"Reggie Baay, Dennis Hanser, Grace Hanser, Jane Wattimena-Hanser, Enang Wattimena, Enang Wattimena, Enang Wattimena, Marco Souissa, Esther Wattimena",Enang Wattimena,Enang Wattimena
tt7037458,tvEpisode,Home,Home,0,2017,\N,43,"Documentary,Sport","nm3714599,nm8891234",nm3190326,7.8,57,tt6722926,1,8,"Jon Hamm, Shannon Furman, Pat Harris, Gerry Reimel","Shannon Furman, Pat Harris",Gerry Reimel
tt7037524,short,Starstruck,Starstruck,0,2017,\N,\N,"Comedy,Short",nm9071214,nm9071214,,,,,,"Kemma Filby, Jaeda Smith, Ryan A. Contreras, Ryan A. Contreras",Ryan A. Contreras,Ryan A. Contreras
tt7039152,tvEpisode,Step Up,Step Up,0,2018,\N,43,Drama,nm0650304,"nm0782739,nm1621092,nm5244008,nm8159434",8.1,397,tt4452630,3,7,"Edward Ornelas, Michael Seitzman, Jessica Ball, Ryan McGarry, Natalie Hart",Edward Ornelas,"Michael Seitzman, Jessica Ball, Ryan McGarry, Joshua Troke"
tt7039166,tvEpisode,Love,Love,0,2012,\N,25,"Action,Animation,Comedy","nm0442828,nm10799775,nm4893486","nm0442828,nm2584046",,,tt3458374,1,26,"Shôji Kawamori, Yûsuke Yamamoto, Kazuhiro Yoneda, Shôji Kawamori, Mari Okada","Shôji Kawamori, Yûsuke Yamamoto, Kazuhiro Yoneda","Shôji Kawamori, Mari Okada"
tt7040098,tvEpisode,Friends,Friends,0,2020,\N,44,"Action,Adventure,Drama",nm0698283,"nm0395275,nm0123434",7.5,670,tt6964748,1,3,"Andreas Prochaska, Anthony Horowitz, Guy Burt",Andreas Prochaska,"Anthony Horowitz, Guy Burt"
tt7046124,tvEpisode,Annie,Annie,0,2014,\N,\N,Documentary,nm3494686,\N,,,tt2136662,8,101,David Freydt,David Freydt,
tt7046450,tvEpisode,Home,Home,0,2015,\N,\N,Documentary,nm3494686,\N,,,tt2136662,9,27,David Freydt,David Freydt,
tt7046662,tvEpisode,Dope,Dope,0,2015,\N,\N,Documentary,nm3494686,\N,,,tt2136662,9,52,David Freydt,David Freydt,
tt7047156,tvEpisode,Goosebumps,Goosebumps,0,2015,\N,\N,Documentary,nm3494686,\N,,,tt2136662,9,92,David Freydt,David Freydt,
tt7047634,tvEpisode,Zootopia,Zootopia,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,20,David Freydt,David Freydt,
tt7047654,tvEpisode,London Has Fallen,London Has Fallen,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,21,David Freydt,David Freydt,
tt7047798,tvEpisode,Meet the Blacks,Meet the Blacks,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,30,David Freydt,David Freydt,
tt7047902,tvEpisode,The Jungle Book,The Jungle Book,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,31,David Freydt,David Freydt,
tt7048038,tvEpisode,The Angry Birds Movie,The Angry Birds Movie,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,43,David Freydt,David Freydt,
tt7048050,tvEpisode,Alice Through the Looking Glass,Alice Through the Looking Glass,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,47,David Freydt,David Freydt,
tt7048084,tvEpisode,Finding Dory,Finding Dory,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,53,David Freydt,David Freydt,
tt7048234,tvEpisode,The Secret Life of Pets,The Secret Life of Pets,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,64,David Freydt,David Freydt,
tt7048328,tvEpisode,The BFG,The BFG,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,72,David Freydt,David Freydt,
tt7048532,tvEpisode,The Great Gilly Hopkins,The Great Gilly Hopkins,0,2016,\N,\N,Documentary,nm3494686,\N,,,tt2136662,10,86,David Freydt,David Freydt,
tt7049116,tvEpisode,Home,Home,0,2017,\N,23,Comedy,"nm1511118,nm5014675",\N,,,tt6086806,1,10,"Matthew Gillbe, Adam Perkins, Adam Perkins","Matthew Gillbe, Adam Perkins",
tt7054096,short,Lost,Lost,0,2017,\N,8,"Documentary,Short",nm6581007,\N,,,,,,"Isaac Ortiz, Kathryn Rose Unterberger",Kathryn Rose Unterberger,
tt7054750,tvEpisode,Friends,Friends,0,2017,\N,15,"Comedy,Drama",nm7832518,nm7832518,,,tt6077528,1,7,"Brandon Kirby, Brandon Kirby, Andrew J. Ceperley, Andrew J. Ceperley",Brandon Kirby,Brandon Kirby
tt7059688,movie,Love,Love,0,2017,\N,87,Drama,nm5187578,nm5187578,,,,,,"Michidmaa Tsatsralt, Tsolmon Tumurbaatar, Chinguun Balkhjav, Chinguun Balkhjav, Chinguun Balkhjav, Enkhsaikhan Bold, Tsogtbayar Myasuren, Tusbayar Dorj",Chinguun Balkhjav,Chinguun Balkhjav
tt7064494,short,The Fall,The Fall,0,2017,\N,\N,Short,nm9090315,nm9090315,,,,,,"Valentina Piras, Aly Neaumann, Peter Lountzis, Philippe Robillard, Julien Desrosiers, Julien Desrosiers, Julien Desrosiers",Julien Desrosiers,Julien Desrosiers
tt7068328,tvEpisode,Friends,Friends,0,2017,\N,\N,Comedy,"nm7856129,nm7988784","nm7856129,nm7988784",,,tt7039450,1,9,"Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan","Dan Egan, Veronica Warner","Dan Egan, Veronica Warner"
tt7068370,tvEpisode,Parks and Recreation,Parks and Recreation,0,2017,\N,\N,Comedy,"nm7856129,nm7988784","nm7856129,nm7988784",,,tt7039450,1,11,"Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan, Veronica Warner, Dan Egan","Dan Egan, Veronica Warner","Dan Egan, Veronica Warner"
tt7074128,tvEpisode,Love,Love,0,2017,\N,\N,Comedy,nm3350872,nm8691972,,,tt7065044,\N,\N,"Marcos Gonzalez, Alan Miller, Marcos Gonzalez",Alan Miller,Marcos Gonzalez
tt7077352,tvEpisode,Home,Home,0,2018,\N,89,"Crime,Drama,Mystery",nm1776860,"nm2224851,nm2450613",8.1,664,tt1693592,8,3,"Kingsley Ben-Adir, Chris Baugh, Paul Logue, Ann Cleeves, Gertie Pye",Chris Baugh,"Paul Logue, Ann Cleeves"
tt7079500,short,The Fall,The Fall,0,2017,\N,4,"Animation,Short",nm9098444,\N,,,,,,Yiran Guo,Yiran Guo,
tt7082870,tvEpisode,Friends,Friends,0,2017,\N,23,"Adventure,Animation,Drama","nm4733902,nm1425958","nm8897157,nm2937719,nm3917324",7.1,13,tt6735466,1,7,"Toshinori Fukushima, Katsushi Sakurabi, Tetsuya Imai, Bonny Clinkenbeard, Yuniko Ayana","Toshinori Fukushima, Katsushi Sakurabi","Tetsuya Imai, Bonny Clinkenbeard, Yuniko Ayana"
tt7084554,tvEpisode,Friends with Benefits,Friends with Benefits,0,2011,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,1,43,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7085694,tvEpisode,Goosebumps,Goosebumps,0,2015,\N,\N,Comedy,\N,\N,,,tt3642666,2,10,,,
tt7087434,tvEpisode,Lost,Lost,0,2013,\N,\N,"Crime,Documentary",\N,\N,,,tt3054698,1,5,,,
tt7098446,tvEpisode,Last Man Standing,Last Man Standing,0,2017,\N,138,"Action,Sport",\N,"nm2129791,nm3033896,nm4519556,nm15713096,nm2648618",6.4,34,tt0185103,25,32,"Aaron Blitzstein, Ryan Callahan, Zach Hyatt, Nicholas Manfredini",,"Aaron Blitzstein, Ryan Callahan, Zach Hyatt, Nicholas Manfredini, Steve Oppenheim"
tt7098824,tvEpisode,Scandal,Scandal,0,1991,\N,\N,"Crime,Documentary",\N,\N,,,tt0271894,4,32,,,
tt7106488,tvEpisode,Supernatural,Supernatural,0,2017,\N,\N,\N,\N,nm8928532,,,tt6782032,\N,\N,"Melanie Newton, Melanie Newton",,Melanie Newton
tt7107098,short,Fearless,Fearless,0,2016,\N,9,"Drama,Family,Short",nm1152845,"nm3660553,nm1152845",,,,,,"Tim Nolte, Maggie Hartmans, Tim Nolte, Tim Nolte",Tim Nolte,"Maggie Hartmans, Tim Nolte"
tt7111518,tvEpisode,The Three Musketeers,The Three Musketeers,0,2017,\N,\N,Comedy,nm1623635,"nm0241416,nm2665223,nm1623635",,,tt4416750,\N,\N,"Matt Sloan, Craig Johnson, Raquel Welch, Raquel Welch, Richard Lester, Matt Sloan, Alexandre Dumas, Craig Johnson, Matt Sloan, Craig Johnson, Matt Sloan",Matt Sloan,"Alexandre Dumas, Craig Johnson, Matt Sloan"
tt7117100,short,Revenge!,Revenge!,0,2017,\N,\N,"Comedy,Short",nm2274127,nm3995646,7.6,7,,,,"Austin Brito, 3 Ina, Christopher Schleicher, Anthony Ocasio, Curt Mega",Anthony Ocasio,Curt Mega
tt7126376,video,Lost,Lost,0,2017,\N,3,"Music,Short",nm7653414,\N,,,,,,Oliver Granö,Oliver Granö,
tt7127738,short,Lost,Lost,0,2016,\N,3,"Horror,Short,Thriller",nm8365991,nm8365991,6.0,5,,,,"Perica Antov, Perica Antov, Perica Antov, Perica Antov, Perica Antov, Perica Antov, Lena Anderl, Perica Antov",Perica Antov,Perica Antov
tt7129920,video,Home,Home,0,2012,\N,1,"Animation,Short",nm6154874,\N,,,,,,Luiz Stockler,Luiz Stockler,
tt7135648,tvEpisode,Blow,Blow,0,2017,\N,\N,"Comedy,Family,Fantasy","nm0103379,nm0433197",nm1354128,,,tt4791314,2,14,"Rachelle Beinart, Daniel Rigby, Antonia Thomas, Antonia Thomas, David Walliams, Richard Bradley, Nick Justin, Catherine Williams","Richard Bradley, Nick Justin",Catherine Williams
tt7135800,short,Unconditional,Unconditional,0,2017,\N,18,"Drama,Short","nm0131239,nm5721368","nm10640054,nm5721368",,,,,,"Aymara Limma, Fernanda Celleghin, Daniel Camargo, Aymara Limma, Fernanda Costabile, Aymara Limma, Aymara Limma, Celso Rangel, Thiago Rangel, Kito Loyola, Meire Martins","Daniel Camargo, Aymara Limma","Fernanda Costabile, Aymara Limma"
tt7136064,tvEpisode,Love,Love,0,2017,\N,\N,Comedy,nm8151716,nm9127554,2.9,15,tt7132978,1,2,"Jackie Jennings, Ziwe, Jackie Jennings, Ziwe",Jackie Jennings,Ziwe
tt7137908,short,3,3,0,2017,\N,4,"Drama,Short",nm4112941,nm4112941,,,,,,"Kyle Allen, Emily Mest, Giovanni M. Porta, Giovanni M. Porta, Giovanni M. Porta",Giovanni M. Porta,Giovanni M. Porta
tt7140830,tvEpisode,Love,Love,0,2013,\N,\N,Comedy,nm0149670,nm0149670,,,tt7135736,1,6,"Ilya Chaiken, Ilya Chaiken, Ilya Chaiken",Ilya Chaiken,Ilya Chaiken
tt7143650,short,Home,Home,0,2017,\N,35,"Documentary,Family,Short",nm6337718,\N,,,,,,"Robert Schulzmann, Robert Schulzmann, Anika Grützmacher",Robert Schulzmann,
tt7144898,tvEpisode,Home,Home,0,2017,\N,10,"Drama,Short",nm4217412,nm4883221,,,tt6263066,9,3,"Lewis Reeves, Sion Ifan, Lewis Reeves",Sion Ifan,Lewis Reeves
tt7146302,tvEpisode,Revenge,Revenge,0,1982,\N,43,Sport,\N,\N,,,tt6063916,4,12,,,
tt7149544,tvSeries,Home,Home,0,\N,\N,\N,Comedy,"nm5953453,nm2896691","nm5953453,nm2896691",,,,,,"Micah Sudduth, Keylee Koop-Sudduth, Nikki McKenzie, Navaris Darson, Tim Stafford, Keylee Koop-Sudduth, Micah Sudduth","Keylee Koop-Sudduth, Micah Sudduth","Keylee Koop-Sudduth, Micah Sudduth"
tt7153326,short,One Day at a Time,One Day at a Time,0,2017,\N,3,Short,nm7394422,nm7394422,,,,,,"Jenna Lam, Susan Grace, Valerie Genzano, Valerie Genzano, Maria Vattimo",Valerie Genzano,Valerie Genzano
tt7160706,short,Home,Home,0,2016,\N,\N,"Drama,Short",nm9084428,nm9084428,,,,,,"Weslea Roa, Gabrielle Libretti, Gabrielle Libretti, Peter McCain, Gabrielle Libretti",Gabrielle Libretti,Gabrielle Libretti
tt7161510,short,Home,Home,0,2014,\N,3,"Drama,Short",nm9146286,nm9146286,,,,,,"Carsten Göttel, Carsten Göttel, Carsten Göttel, Carsten Göttel",Carsten Göttel,Carsten Göttel
tt7164896,tvEpisode,Leverage,Leverage,0,2019,\N,22,"Action,Adventure,Animation",nm0381817,"nm0700133,nm1694619,nm0126208,nm3542504,nm0236854,nm1147759,nm4846365,nm0918852,nm1541845",8.4,2782,tt1641384,3,15,"Britt Baron, Britt Baron, Steve Blum, Steve Blum, Steve Blum, Greg Cipes, Greg Cipes, Greg Cipes, Zehra Fazal, Zehra Fazal, Zehra Fazal, Stephanie Lemelin, Stephanie Lemelin, Stephanie Lemelin, Khary Payton, Khary Payton, Khary Payton, Vinton Heuck, Tom Pugsley, John Ostrander, John Byrne, Paul Norris, Leanne Moreau, Brandon Vietti, Greg Weisman, Michael McCuistion, Bruce A. King, Jamie Thomason",Vinton Heuck,"Tom Pugsley, John Ostrander, John Byrne, Paul Norris, Arnold Drake, Mike W. Barr, Jim Aparo, Greg Weisman, Brandon Vietti"
tt7167952,short,Annie,Annie,0,2016,\N,3,Short,nm9150745,\N,,,,,,"Annie Bauer, Haleema Gondal",Haleema Gondal,
tt7171460,short,The Fall,The Fall,0,2016,\N,\N,"Drama,Short",nm8628310,\N,,,,,,Kennedy Pope,Kennedy Pope,
tt7171754,short,Safe Haven,Safe Haven,0,2017,\N,\N,"Drama,Short",nm7477746,\N,,,,,,Amri Rigby,Amri Rigby,
tt7173426,tvEpisode,Limitless,Limitless,0,2011,\N,\N,Comedy,\N,\N,,,tt6098816,1,21,Chris Stuckmann,,
tt7173762,tvEpisode,Prison Break,Prison Break,0,2017,\N,22,"Action,Adventure,Animation","nm5587133,nm1807627","nm0498278,nm0456158,nm2389609,nm0800209",6.5,130,tt2455546,4,4,"Josh Keaton, Micah Gunnell, Jeff Allen, Stan Lee, Jack Kirby, Danielle Wolff, Joe Simon, Michael McCuistion","Micah Gunnell, Jeff Allen","Stan Lee, Jack Kirby, Danielle Wolff, Joe Simon"
tt7181926,tvEpisode,The Three Musketeers,The Three Musketeers,0,2011,\N,5,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,1,81,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7182752,short,Home,Home,0,2015,\N,5,"Drama,Short",nm7467802,"nm9160373,nm7467802",,,,,,"Vedprakash Singh, Ranjan Sharma, Shray Gupta, Ranjan Sharma, Shray Gupta, Ranjan Sharma, Mamlesh Tiwari",Ranjan Sharma,"Shray Gupta, Ranjan Sharma"
tt7182912,tvEpisode,Last Man Standing,Last Man Standing,0,2017,\N,\N,"Documentary,Sport",\N,\N,8.4,134,tt5863126,2,8,Arielle Kilker,,
tt7183730,tvEpisode,Friends with Benefits,Friends with Benefits,0,2017,\N,41,Reality-TV,\N,\N,7.2,5,tt3706642,4,11,Keyshia Cole,,
tt7186580,tvEpisode,The Killing,The Killing,0,2018,\N,45,"Crime,Drama",nm0920274,"nm2391575,nm0514011,nm0920274,nm6916575",8.5,676,tt5574490,3,1,"Gil Birmingham, John Wells, David Michôd, Jonathan Lisco, John Wells, Matt Kester, Jonathan Lisco, Mark Strand",John Wells,"David Michôd, Jonathan Lisco, John Wells, Matt Kester"
tt7188588,short,Lovesick,Lovesick,0,2017,\N,\N,"Comedy,Drama,Short",nm7352177,nm7352177,,,,,,"Amira Sharif, Gabriel Legua, Gabriel Legua, Gabriel Legua",Gabriel Legua,Gabriel Legua
tt7189418,tvEpisode,Revenge,Revenge,0,1997,\N,\N,Talk-Show,nm2138342,\N,,,tt0216470,5,31,Jane Elsdon-Dew,Jane Elsdon-Dew,
tt7191404,tvEpisode,Magic Mike,Magic Mike,0,2012,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,2,62,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7195424,tvEpisode,Trouble with the Curve,Trouble with the Curve,0,2012,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,2,94,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7201014,short,Touch,Touch,0,2017,\N,\N,"Drama,Short",nm8933937,nm8933937,,,,,,"Xiaojia Li, Guanliang Sun, Jian Yu, Yuzhe Zhang, Lukas Haixiao Lu, Lukas Haixiao Lu, Yexin Kang, Xiangfu Chai",Lukas Haixiao Lu,Lukas Haixiao Lu
tt7204186,short,Love/Sick,Love/Sick,0,2015,\N,7,"Romance,Short",nm6557842,nm6557842,,,,,,"Jocelyn Montoya, Matt Roszak, Gus Spencer, Nicholas Wineman, Dominique Mazire, Dominique Mazire, Scott TerrorHawk Hovlik, Scott TerrorHawk Hovlik",Dominique Mazire,Dominique Mazire
tt7206038,tvEpisode,Scandal,Scandal,0,2017,\N,29,Comedy,nm0542960,"nm1093513,nm0817893,nm0507702,nm0204530",6.9,41,tt5774044,1,9,"Lyndon Smith, Kendrick Sampson, Oliver Cooper, Seith Mann, Tom Kapinos, Chris Spencer, Buddy Lewis, Earl Davis, Earl Davis, Nicolas Stern, Felicia Fasano",Seith Mann,"Tom Kapinos, Chris Spencer, Buddy Lewis, Earl Davis"
tt7208032,short,Friends,Friends,0,2014,\N,5,"Drama,Short",nm9128264,nm9128264,,,,,,"Brandon Stockwell, L.T. Thorton, Lise Bengson, Lise Bengson, Lise Bengson, Rick Pearson, Lise Bengson",Lise Bengson,Lise Bengson
tt7211146,tvEpisode,Friends with Benefits?,Friends with Benefits?,0,2017,\N,14,Reality-TV,\N,"nm2176254,nm1525348",,,tt5065628,2,5,"Stephanie Biela Hungerford, Aren X. Tulchinsky",,"Stephanie Biela Hungerford, Aren X. Tulchinsky"
tt7221330,tvEpisode,Breaking Bad,Breaking Bad,0,2016,\N,\N,Comedy,nm8943407,nm8943407,,,tt6813840,1,1,"Gabriel Joseph Salinas, Gabriel Joseph Salinas, Gabriel Joseph Salinas, Gabriel Joseph Salinas, Gabriel Joseph Salinas",Gabriel Joseph Salinas,Gabriel Joseph Salinas
tt7222796,video,Easy,Easy,0,2012,\N,4,"Music,Short",nm3311490,"nm3311490,nm5554962",,,,,,"Elisa Afie Agbaglah, Chris Bucher, Severin Gmünder, Richard Hugener, Richard Köchli, Ajay Mathur, Fausto Medici, Silvan Schindler, Feren Ray von Wyl, MaryLou von Wyl, Chris Bucher, Chris Bucher, Severin Gmünder, Chris Bucher, Severin Gmünder, Ajay Mathur",Chris Bucher,"Chris Bucher, Severin Gmünder"
tt7225272,tvEpisode,Gossip Girl,Gossip Girl,0,2016,\N,\N,Talk-Show,\N,\N,,,tt7221438,1,8,,,
tt7229020,tvEpisode,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,4,69,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7229644,tvEpisode,Annie,Annie,0,2014,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,4,119,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7229668,short,The Hunter,The Hunter,0,2017,\N,7,"Drama,Short",nm6410132,"nm9186371,nm6410132",7.5,8,,,,"Patricia Derrick, Hamish Ings, Sabrina Poole, George Moore, Stuart Armstrong, George Moore, Tom Moore, Nick Richardson, Stuart Armstrong",George Moore,"Stuart Armstrong, George Moore"
tt7233598,tvEpisode,Dope,Dope,0,2015,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,5,53,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7233608,tvEpisode,Minions,Minions,0,2015,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,5,58,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7237598,tvEpisode,Hotel Transylvania 2,Hotel Transylvania 2,0,2015,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,5,91,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7237628,tvEpisode,Goosebumps,Goosebumps,0,2015,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,5,100,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7237780,tvEpisode,Kung Fu Panda 3,Kung Fu Panda 3,0,2016,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,6,8,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7237860,tvEpisode,Zootopia,Zootopia,0,2016,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,6,20,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7237864,tvEpisode,London Has Fallen,London Has Fallen,0,2016,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,6,21,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
tt7239290,movie,Lost,Lost,0,2017,\N,\N,Mystery,nm6784246,nm6784246,,,,,,"Leesa Toscano, Stephan Jackson, John Shea, Chelsea Reina, Trish Chandler, Danielle Gomes, Keith Vaile, Keith Vaile, Keith Vaile, Keith Vaile, Keith Vaile",Keith Vaile,Keith Vaile
tt7239812,short,Home,Home,0,2017,\N,\N,Short,nm7953712,\N,,,,,,"Lana Boy, Hailey Roberts, Lana Boy, Dada Shikako",Lana Boy,
tt7241060,short,Lost,Lost,0,2017,\N,\N,"Drama,Short",\N,nm9193554,,,,,,"Marina Gantseva, Igor Gonopolsky, Adiya Mussina, Akmaral Rakhmanova, Akmaral Rakhmanova, Shyryn Bazarkulova, Kazybek Rakhmanov",,Akmaral Rakhmanova
tt7241176,tvEpisode,The Jungle Book,The Jungle Book,0,2016,\N,\N,"Comedy,Talk-Show",nm5741914,nm5741914,,,tt6098952,6,31,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
